Parcel Number,Property Class,Property Status,Inventory Type,Zoned As,Address,City,State,Postal Code,County,Neighborhood,Council District,Sold Date,School District,Potential Use,Demo Needed,Market Value Year,Market Value,Square Footage,Property Condition,Structure Square Footage,Number of Bedrooms,Number of Full Baths,Date evaluated,Location 1
JA28410162000000000,Residential Vacant,Acquired,Land Bank,R-2.5,3714 E 20th St,Kansas City,MO,64127,Jackson,East Community Team North,3rd,,Kansas City Missouri 110,Side Yard,N,2019,2100,3763.74833333,Vacant lot or land - usable,,,,,"3714 E 20th St
Kansas City, MO 64127
(39.087507, -94.538523)"
JA46920070100000000,Residential Vacant,Acquired,Land Bank,R-6,2921 E 77th Ter,Kansas City,MO,64132,Jackson,Marlborough East,5th,,Center 120,Side Yard,N,2019,10800,5768.91822917,Vacant lot or land - usable,,,,,"2921 E 77th Ter
Kansas City, MO 64132
(38.986053, -94.552993)"
JA48340050900000000,Residential Vacant,Acquired,Land Bank,R-7.5,437 W 87th Ter,Kansas City,MO,64114,Jackson,Western Hills,6th,,Center 120,Side Yard,N,2019,4700,1439.42190972,Vacant lot or land - little or no use,,,,,"437 W 87th Ter
Kansas City, MO 64114
(38.969633, -94.597285)"
JA31320050700000000,Residential Vacant,Acquired,Land Bank,R-2.5,2903 E 35th St,Kansas City,MO,64128,Jackson,Oak Park Northwest,3rd,,Kansas City Missouri 110,Assemblage,N,2019,1450,2615.53875,Vacant lot or land - usable,,,,,"2903 E 35th St
Kansas City, MO 64128
(39.06251, -94.549424)"
JA46320031300000000,Residential Vacant,Acquired,Land Bank,R-2.5,3003 E 59th St,Kansas City,MO,64130,Jackson,South Town Fork Creek,5th,,Kansas City Missouri 110,Infill construction,N,2019,9300,9316.53010417,Vacant lot or land - usable,,,,,"3003 E 59th St
Kansas City, MO 64130
(39.019125, -94.550666)"
JA28130080300000000,Residential Vacant,Disposed,Land Bank,R-2.5,6435 E 12th Ter,Kansas City,MO,64126,Jackson,East Blue Valley,3rd,07/25/2014,Kansas City Missouri 110,,N,2012,2606,5607.360486,Vacant lot or land - usable,,,,,"6435 E 12th Ter
Kansas City, MO 64126
(39.096496, -94.506128)"
JA31940010400000000,Residential Improved,Disposed,Land Bank,R-6,5517  NORTON AVE,Kansas City,MO,64130,Jackson,Swope Parkway-Elmwood,5th,09/26/2017,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,34164,10485.234236,Structure - fair condition,,2,1,04/07/2015,"5517  NORTON AVE
Kansas City, MO 64130
(39.025344, -94.537909)"
JA29730155700000000,Residential Vacant,Disposed,Land Bank,R-1.5,3340 Woodland Ave,Kansas City,MO,64109,Jackson,Linwood Homeowners-Ivanhoe,3rd,09/08/2014,Kansas City Missouri 110,Assemblage,N,2012,1490,4282.509583,Vacant lot or land - usable,,,,,"3340 Woodland Ave
Kansas City, MO 64109
(39.065056, -94.562349)"
JA28520061200000000,Residential Vacant,Acquired,Land Bank,R-2.5,1716 Cypress Ave,Kansas City,MO,64127,Jackson,East Community Team North,3rd,,Kansas City Missouri 110,"Affordable Housing, Side Yard",N,2019,4550,9732.738368,Vacant lot or land - usable,,,,,"1716 Cypress Ave
Kansas City, MO 64127
(39.090277, -94.530155)"
JA46440231100000000,Residential Vacant,Disposed,Land Bank,R-5,7400 Bales,Kansas City,MO,64132,Jackson,Noble and Gregory Ridge,5th,09/24/2018,Kansas City Missouri 110,,N,2012,2515,11178.8195,Vacant lot or land - usable,,,,,"7400 Bales
Kansas City, MO 64132
(38.991886, -94.546709)"
JA46440092500000000,Residential Vacant,Acquired,Land Bank,R-5,7217 Bales Ave,Kansas City,MO,64132,Jackson,Noble and Gregory Ridge,5th,,Kansas City Missouri 110,,N,2019,8000,5491.57475694,Awaiting evaluation,,,,,"7217 Bales Ave
Kansas City, MO 64132
(38.99457, -94.546567)"
JA29740283801000000,RESIDENTIAL IMPROVED,Disposed,Land Bank,R-1.5,3412 Brooklyn,KANSAS CITY,MO,64109.0,JACKSON,Key Coalition,3rd,02/21/2018,KANSAS CITY MISSOURI 110,,N,2016,8729,4712.14,Structure - severely distressed,,,1,,"3412 Brooklyn
KANSAS CITY, MO 64109.0
(39.064018, -94.557777)"
JA28430272600000000,Residential Vacant,Acquired,Land Bank,R-2.5,2536 CHESTNUT AVE,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,,KANSAS CITY MISSOURI 110,"Assemblage, Side Yard",N,2019,2650,5104.601944,Vacant lot or land - usable,,,,,"2536 CHESTNUT AVE
Kansas City, MO 64127
(39.079296, -94.55007)"
JA47210171300000000,Residential Vacant,Acquired,Land Bank,R-6,6139 Harrison St,Kansas City,MO,64110,Jackson,Western 49-63,6th,,Kansas City Missouri 110,,N,2019,2150,359.206771,Vacant lot or land - little or no use,,,,,"6139 Harrison St
Kansas City, MO 64110
(39.015263, -94.575632)"
27-410-15-14-00-0-00-000,COMMERCIAL Vacant,ACQUIRED,LAND BANK,M1-5,2120 Ashland Ct,KANSAS CITY,MO,64132,JACKSON,Western Blue Township,3RD,,KANSAS CITY MISSOURI 110,,N,2019,900,1055.52,,,,,,
JA28820220600000000,Residential Vacant,Disposed,Land Bank,R-2.5,2941 Lister Ave,Kansas City,MO,64128,Jackson,Knoches Park,3rd,08/28/2014,Kansas City Missouri 110,Infill construction,N,2012,2553,8768.297118,Vacant lot or land - usable,,,,,"2941 Lister Ave
Kansas City, MO 64128
(39.071387, -94.528575)"
JA29610321900000000,Residential Vacant,Disposed,Land Bank,R-1.5,2112 Wabash Ave,Kansas City,MO,64127,Jackson,Wendell Phillips,3rd,09/11/2019,Kansas City Missouri 110,Assemblage,N,2012,1335,4815.218194,Vacant lot or land - usable,,,,,"2112 Wabash Ave
Kansas City, MO 64127
(39.086275, -94.553222)"
JA28420310200000000,Residential Vacant,Disposed,Land Bank,R-2.5,3315 E 21st St,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,12/04/2015,Kansas City Missouri 110,Urban Agriculture,N,2012,2978,15359.590451,Vacant lot or land - usable,,,,,"3315 E 21st St
Kansas City, MO 64127
(39.08641, -94.543792)"
JA31420232700000000,Residential Vacant,Disposed,Land Bank,R-2.5,4612 Montgall Ave,Kansas City,MO,64130,Jackson,Oak Park Southwest,3rd,03/17/2016,Kansas City Missouri 110,Side Yard,N,2012,1702,4479.435625,Vacant lot or land - usable,,,,,"4612 Montgall Ave
Kansas City, MO 64130
(39.042216, -94.553137)"
JA28420260900000000,Residential Vacant,Reserved,KCMHA,R-2.5,3208 E 20TH TER,KANSAS CITY,MO,64127,Jackson,Washington Wheatley,3rd,10/13/2020,KANSAS CITY MISSOURI 110,Side Yard,N,2019,2800,3733.716458,Vacant lot or land - usable,,,,,"3208 E 20TH TER
KANSAS CITY, MO 64127
(39.087271, -94.545281)"
JA28520060300000000,Residential Improved,Disposed,Land Bank,R-2.5,4409 E 17TH ST,KANSAS CITY,MO,64127,Jackson,East Community Team North,3rd,09/14/2017,KANSAS CITY MISSOURI 110,Affordable Housing,N,2012,18220,2373.237813,Structure - fair condition,,,1,09/29/2014,"4409 E 17TH ST
KANSAS CITY, MO 64127
(39.090854, -94.530773)"
JA29640242800000000,Residential Vacant,Reserved,KCMHA,R-1.5,2518 Park Ave,Kansas City,MO,64127,Jackson,Wendell Phillips,3rd,09/13/2016,Kansas City Missouri 110,Assemblage,N,2019,9750,4309.759583,Vacant lot or land - usable,,,,,"2518 Park Ave
Kansas City, MO 64127
(39.080018, -94.555825)"
JA30740130900000000,Residential Improved,Disposed,Land Bank,R-6,5619 Brooklyn Ave,Kansas City,MO,64130,Jackson,Blue Hills,5th,08/18/2017,Kansas City Missouri 110,Affordable Housing,N,2012,20960,4886.004167,Structure - fair condition,769,2,1,,"5619 Brooklyn Ave
Kansas City, MO 64130
(39.024061, -94.559996)"
JA31220240800000000,Residential Vacant,Reserved,KCMHA,R-2.5,3823 Elmwood Ave,Kansas City,MO,64128,Jackson,Knoches Park,3rd,03/27/2017,Kansas City Missouri 110,"Infill construction, Public Purpose",N,2019,5150,10201.032083,Vacant lot or land - usable,,,,,"3823 Elmwood Ave
Kansas City, MO 64128
(39.05523, -94.530509)"
JA46410102000000000,Residential Vacant,Acquired,Land Bank,R-2.5,6820 CLEVELAND AVE,KANSAS CITY,MO,64132,JACKSON,Self Help Neighborhood Council,5th,,KANSAS CITY MISSOURI 110,,Y,2019,9750,4912.591389,Vacant lot or land - usable,,,,,"6820 CLEVELAND AVE
KANSAS CITY, MO 64132
(39.001904, -94.54274)"
JA28930092400000000,Commercial Vacant,Acquired,Land Bank,C1,3309 E Linwood Blvd,Kansas City,MO,64128,Jackson,Oak Park Northwest,3rd,,Kansas City Missouri 110,Side Yard,N,2019,100,754.45850694,Vacant lot or land - little or no use,,,,,"3309 E Linwood Blvd
Kansas City, MO 64128
(39.067764, -94.544241)"
JA47610272100000000,RESIDENTIAL VACANT,ACQUIRED,Land Bank,R-5,2236 E Gregory Blvd,KANSAS CITY,MO,64132,JACKSON,Blenheim Square Research Hospital,5th,,KANSAS CITY MISSOURI 110,,N,2019,12000,6356.39,Awaiting evaluation,,,,,"2236 E Gregory Blvd
KANSAS CITY, MO 64132
(38.998159, -94.559759)"
JA30640141400000000,Residential Improved,Disposed,Land Bank,R-6,1812 E 49TH ST,Kansas City,MO,64130,Jackson,Blue Hills,3rd,10/06/2015,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,2803,5951.430868,Structure - fair condition,,,1,12/16/2014,"1812 E 49TH ST
Kansas City, MO 64130
(39.037699, -94.563188)"
JA28440353800000000,Commercial Vacant,Acquired,Land Bank,B3-2,2613 Indiana Ave,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,,Kansas City Missouri 110,Assemblage,N,2019,3900,3199.13927083,Vacant lot or land - usable,,,,,"2613 Indiana Ave
Kansas City, MO 64127
(39.077909, -94.543227)"
JA29710042100000000,Residential Improved,Disposed,Land Bank,R-1.5,2736 PARK AVE,KANSAS CITY,MO,64109,Jackson,Key Coalition,3rd,12/10/2015,KANSAS CITY MISSOURI 110,Affordable Housing,Y,2012,25944,4186.835139,Structure - fair condition,,,1,,"2736 PARK AVE
KANSAS CITY, MO 64109
(39.075746, -94.556012)"
JA31310222700000000,Residential Improved,Disposed,Land Bank,R-2.5,3706  ASKEW AVE,Kansas City,MO,64128,Jackson,Palestine West And Oak Park Northeast,3rd,09/21/2017,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,28030,5768.334931,Structure - fair condition,,,1,12/02/2014,"3706  ASKEW AVE
Kansas City, MO 64128
(39.058282, -94.541945)"
JA31340012600000000,Residential Improved,Disposed,Land Bank,R-2.5,3906 JACKSON AVE,KANSAS CITY,MO,64130,Jackson,Vineyard Northwest,3rd,10/02/2018,KANSAS CITY MISSOURI 110,Affordable Housing,N,2012,8510,8258.886944,Structure - fair condition,,,1,07/25/2014,"3906 JACKSON AVE
KANSAS CITY, MO 64130
(39.054167, -94.535196)"
JA13940243000000000,Residential Vacant,Disposed,Land Bank,R-2.5,408  BALES AVE,Kansas City,MO,64124,Jackson,Scarritt Point,4th,07/14/2017,KANSAS CITY MISSOURI 110,,Y,2014,31332,3641.893958,Vacant lot or land - usable,,,1,,"408  BALES AVE
Kansas City, MO 64124
(39.109214, -94.540322)"
JA28930270900000000,Residential Improved,Disposed,Land Bank,R-2.5,3423  BELLEFONTAINE AVE,Kansas City,MO,64128,Jackson,Oak Park Northwest,3rd,06/25/2018,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,26698,4451.599583,Structure - fair condition,,,1,12/02/2014,"3423  BELLEFONTAINE AVE
Kansas City, MO 64128
(39.063445, -94.547472)"
JA31340011100000000,Residential Improved,Not owned,Land Bank,R-2.5,3921 NORTON AVE,Kansas City,MO,64130,Jackson,Vineyard Northwest,3rd,09/11/2015,KANSAS CITY MISSOURI 110,,N,2015,18359,5486.311736,Structure - fair condition,,,,,"3921 NORTON AVE
Kansas City, MO 64130
(39.053842, -94.536379)"
JA31420181300000000,Residential Vacant,Acquired,Land Bank,R-2.5,4529 AGNES AVE,Kansas City,MO,64130,Jackson,Oak Park Southwest,3rd,,KANSAS CITY MISSOURI 110,,Y,2019,2100,3780.759757,Vacant lot or land - usable,,,,12/04/2015,"4529 AGNES AVE
Kansas City, MO 64130
(39.043354, -94.550064)"
JA31910051200000000,RESIDENTIAL VACANT,Acquired,Land Bank,R-1.5,5163 Swope Pkwy,KANSAS CITY,MO,64130.0,JACKSON,North Town Fork Creek,5th,,KANSAS CITY MISSOURI 110,,N,2019,9500,7294.56,Vacant lot or land - little or no use,,,,,"5163 Swope Pkwy
KANSAS CITY, MO 64130.0
(39.030919, -94.542323)"
JA28310172600000000,Residential Vacant,Acquired,Land Bank,R-2.5,3724 E 9th St,KANSAS CITY,MO,64124,JACKSON,Lykins,3rd,,KANSAS CITY MISSOURI 110,,N,2020,6320,5504.66,,,,,,"3724 E 9th St
KANSAS CITY, MO 64124
(39.102052, -94.538576)"
JA29640041600000000,Residential Improved,Reserved,KCMHA,R-1.5,2318 PARK AVE,KANSAS CITY,MO,64127,JACKSON,Wendell Phillips,3rd,09/13/2016,KANSAS CITY MISSOURI 110,,N,2019,31151,3265.455278,Structure - fair condition,,,2,,"2318 PARK AVE
KANSAS CITY, MO 64127
(39.083784, -94.555617)"
JA28420310600000000,Residential Vacant,Disposed,Land Bank,R-2.5,2103 College Ave,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,09/18/2019,Kansas City Missouri 110,Assemblage,N,2012,1276,3088.273646,Vacant lot or land - usable,,,,,"2103 College Ave
Kansas City, MO 64127
(39.086298, -94.544553)"
JA30730312600000000,Residential Vacant,Disposed,Land Bank,R-6,5818 Woodland Ave,Kansas City,MO,64110,Jackson,Blue Hills,5th,07/24/2018,Kansas City Missouri 110,Urban Agriculture,N,2012,3000,5428.73309,Vacant lot or land - usable,,,,01/07/2014,"5818 Woodland Ave
Kansas City, MO 64110
(39.020695, -94.564864)"
28-310-08-09-00-0-00-000,Residential Vacant,Reserved,KCMHA,R-2.5,3811 E 6TH ST,Kansas City,MO,64124.0,Jackson,Lykins,3rd,,KANSAS CITY MISSOURI 110,,N,2019,5750,5959.966979,Vacant lot or land - usable,,,,,"3811 E 6TH ST
Kansas City, MO 64124.0
(39.104957, -94.536608)"
JA30740060600000000,Residential Vacant,Acquired,Land Bank,R-6,5519  EUCLID AVE,Kansas City,MO,64130,Jackson,Blue Hills,5th,,KANSAS CITY MISSOURI 110,Side Yard,Y,2019,8150,4829.669861,Vacant lot or land - usable,,,,12/31/2014,"5519  EUCLID AVE
Kansas City, MO 64130
(39.026152, -94.562199)"
JA29640331800000000,Residential Vacant,Disposed,Land Bank,R-1.5,2641  EUCLID AVE,Kansas City,MO,64127,Jackson,Wendell Phillips,3rd,10/17/2014,KANSAS CITY MISSOURI 110,Side Yard,Y,2014,16575,2353.382083,Vacant lot or land - little or no use,,,,,"2641  EUCLID AVE
Kansas City, MO 64127
(39.077702, -94.559395)"
JA30620033000000000,Residential Improved,Disposed,Land Bank,R-2.5,4316  WAYNE AVE,Kansas City,MO,64110,Jackson,Ivanhoe Southwest,3rd,10/19/2017,KANSAS CITY MISSOURI 110,Affordable Housing,N,2014,11209,4077.347535,Structure - fair condition,1143,3,1,04/08/2015,"4316  WAYNE AVE
Kansas City, MO 64110
(39.04798, -94.565609)"
JA31210070600000000,Residential Vacant,Disposed,Land Bank,R-2.5,5500 E 36th St,Kansas City,MO,64128,Jackson,Dunbar,3rd,05/22/2015,Kansas City Missouri 110,"Assemblage, Urban Agriculture",N,2012,101,3000.678924,Vacant lot or land - usable,,,,03/14/2014,"5500 E 36th St
Kansas City, MO 64128
(39.059991, -94.519887)"
JA28530010200000000,Residential Vacant,Acquired,Land Bank,R-2.5,4911 E 23rd St,Kansas City,MO,64127,Jackson,East Community Team South,3rd,,Kansas City Missouri 110,Side Yard,N,2019,900,1640.14982639,Vacant lot or land - usable,,,,,"4911 E 23rd St
Kansas City, MO 64127
(39.083452, -94.525098)"
JA28540072300000000,Residential Vacant,Acquired,Land Bank,R-2.5,2328  DENVER AVE,Kansas City,MO,64127,Jackson,East Community Team South,3rd,,KANSAS CITY MISSOURI 110,Side Yard,N,2019,2650,4771.12927083,Vacant lot or land - usable,,,,,"2328  DENVER AVE
Kansas City, MO 64127
(39.082386, -94.522251)"
JA28810100300000000,Residential Improved,Disposed,Land Bank,R-2.5,5441 E 27th Ter,Kansas City,MO,64128,Jackson,South Blue Valley,3rd,08/21/2017,Kansas City Missouri 110,Affordable Housing,N,2012,24676,3598.602604,Structure - fair condition,1334,1,1,,"5441 E 27th Ter
Kansas City, MO 64128
(39.07527, -94.518426)"
31-920-27-02-00-0-00-000,Residential Improved,Disposed,KCMHA,R-2.5,2915 E 54TH ST,Kansas City,MO,64130.0,Jackson,North Town Fork Creek,5th,05/14/2014,KANSAS CITY MISSOURI 110,Side Yard,N,,2501,6218.110799,Structure - fair condition,,,,,"2915 E 54TH ST
Kansas City, MO 64130.0
(39.028188, -94.550867)"
JA31210100600000000,Residential Vacant,Disposed,Land Bank,R-2.5,5617 E 36TH TER,Kansas City,MO,64110,Jackson,Dunbar,3rd,10/24/2017,KANSAS CITY MISSOURI 110,"Affordable Housing, Side Yard",Y,2015,1253,5521.450417,Vacant lot or land - usable,,,,12/10/2015,"5617 E 36TH TER
Kansas City, MO 64110
(39.058996, -94.517428)"
JA47640090500000000,Residential Vacant,Acquired,Land Bank,R-5,7207 Park Ave,KANSAS CITY,MO,64132,JACKSON,East Meyer 7,5th,,KANSAS CITY MISSOURI 110,,N,2019,9000,5331.92,Vacant lot or land - usable,,,,,"7207 Park Ave
KANSAS CITY, MO 64132
(38.995894, -94.560496)"
JA31310202400000000,Residential Vacant,Acquired,Land Bank,R-2.5,3722 Cleveland Ave,Kansas City,MO,64128,Jackson,Palestine West And Oak Park Northeast,3rd,,Kansas City Missouri 110,Infill construction,N,2019,3050,5478.20840278,Vacant lot or land - usable,,,,,"3722 Cleveland Ave
Kansas City, MO 64128
(39.05787, -94.539614)"
JA46420271400000000,Residential Vacant,Disposed,Land Bank,R-5,7039 Chestnut Ave,Kansas City,MO,64132,Jackson,Self Help Neighborhood Council,5th,10/21/2015,Kansas City Missouri 110,Side Yard,N,2012,2621,5573.41875,Vacant lot or land - little or no use,,,,,"7039 Chestnut Ave
Kansas City, MO 64132
(38.998315, -94.554548)"
JA30110285500000000,Residential Vacant,Disposed,Land Bank,R-2.5,2115 E 38TH TER,KANSAS CITY,MO,64109,JACKSON,Ivanhoe Northeast,3rd,07/31/2019,KANSAS CITY MISSOURI 110,,N,2015,2025,3500.321632,Vacant lot or land - usable,,,,,"2115 E 38TH TER
KANSAS CITY, MO 64109
(39.05661, -94.558878)"
JA31420251200000000,Residential Vacant,Disposed,Land Bank,R-2.5,4629 Chestnut Ave,Kansas City,MO,64130,Jackson,Oak Park Southwest,3rd,07/12/2018,Kansas City Missouri 110,Side Yard,N,2012,1702,3732.858438,Vacant lot or land - usable,,,,,"4629 Chestnut Ave
Kansas City, MO 64130
(39.041641, -94.552028)"
30-640-16-19-00-0-00-000,Residential Vacant,Disposed,KCMHA,R-6,4820 PARK,Kansas City,MO,64130.0,Jackson,Blue Hills,3rd,05/16/2014,KANSAS CITY MISSOURI 110,Assemblage,N,,2752,6362.568924,Vacant lot or land - usable,,,,,"4820 PARK
Kansas City, MO 64130.0
(39.038322, -94.55801)"
28-420-44-23-00-0-00-000,Residential Vacant,ACQUIRED,LAND BANK,B4-2,2214 INDIANA AVE,KANSAS CITY,MO,64129,JACKSON,Washington Wheatley,3RD,,KANSAS CITY MISSOURI 110,,N,2019,2800,3745.51,,,,,,"2214 INDIANA AVE
KANSAS CITY, MO 64129
(39.084871, -94.542892)"
JA28410230700000000,Residential Vacant,Acquired,Land Bank,R-2.5,2107 MONROE AVE,KANSAS CITY,MO,64127,JACKSON,East Community Team North,3rd,,KANSAS CITY MISSOURI 110,,N,2019,2100,5320.424757,Vacant lot or land - little or no use,,,,,"2107 MONROE AVE
KANSAS CITY, MO 64127
(39.085926, -94.539387)"
JA46420220400000000,Residential Vacant,Acquired,Land Bank,R-5,2801 E 69TH ST,KANSAS CITY,MO,64132,JACKSON,Self Help Neighborhood Council,5th,,KANSAS CITY MISSOURI 110,,N,2019,7150,4768.014271,Vacant lot or land - usable,,,,,"2801 E 69TH ST
KANSAS CITY, MO 64132
(39.001541, -94.554193)"
JA46310053100000000,Residential Vacant,Acquired,Land Bank,R-6,3916 E 60th Ter,Kansas City,MO,64130,Jackson,Swope Parkway-Elmwood,5th,,Kansas City Missouri 110,Side Yard,N,2019,8550,5861.04941,Vacant lot or land - usable,,,,,"3916 E 60th Ter
Kansas City, MO 64130
(39.016127, -94.538078)"
JA30120010300000000,Residential Vacant,Disposed,Land Bank,R-1.5,1707 E 35TH ST,KANSAS CITY,MO,64109,Jackson,Linwood Homeowners-Ivanhoe,3rd,12/14/2017,KANSAS CITY MISSOURI 110,Assemblage,N,2012,367,5970.826875,Vacant lot or land - usable,,,,02/10/2014,"1707 E 35TH ST
KANSAS CITY, MO 64109
(39.062965, -94.563199)"
JA31220071600000000,Residential Vacant,Disposed,Land Bank,R-2.5,3520 Kensington,kansas city,MO,64128,Jackson,Knoches Park,3rd,02/13/2018,Kansas City Missouri 110,Assemblage,N,2015,11966,21679,Vacant lot or land - usable,,,,,"3520 Kensington
kansas city, MO 64128
(39.061211, -94.532523)"
JA13720033700000000,Residential Vacant,Reserved,KCMHA,R-2.5,414 North Chouteau Trafficway,Kansas City,MO,64123,Jackson,North Indian Mound,4th,02/07/2020,Kansas City Missouri 110,,N,2019,14050,6743.308056,Vacant lot or land - little or no use,,,,,"414 North Chouteau Trafficway
Kansas City, MO 64123
(39.116359, -94.508098)"
JA28430170500000000,Residential Vacant,Disposed,Land Bank,R-0.3,3311 E 24TH TER,Kansas City,MO,64127,Jackson,Washington Wheatley,3rd,07/18/2019,KANSAS CITY MISSOURI 110,Assemblage,Y,2014,1276,3030.379931,Vacant lot or land - usable,,,,,"3311 E 24TH TER
Kansas City, MO 64127
(39.081713, -94.543997)"
JA46310084800000000,Residential Vacant,Acquired,Land Bank,R-2.5,3607 A E 61st St,Kansas City,MO,64130,Jackson,South Town Fork Creek,5th,,Kansas City Missouri 110,Side Yard,N,2019,9300,6367.44069444,Vacant lot or land - little or no use,,,,,"3607 A E 61st St
Kansas City, MO 64130
(39.015379, -94.544003)"
30-140-14-13-00-0-00-000,Residential Vacant,Acquired,KCMHA,R-2.5,4033 PARK AVE,Kansas City,MO,64130.0,Jackson,Ivanhoe Southeast,3rd,,KANSAS CITY MISSOURI 110,,N,2019,13150,6819.14715278,Vacant lot or land - usable,,,,,"4033 PARK AVE
Kansas City, MO 64130.0
(39.052535, -94.557212)"
30-610-16-25-00-0-00-000,Residential Vacant,Reserved,KCMHA,B3-2,4428 PROSPECT AVE,Kansas City,MO,64130.0,Jackson,Ivanhoe Southeast,3rd,,KANSAS CITY MISSOURI 110,Public Purpose,N,2019,9550,4253.773611,Vacant lot or land - usable,,,,,"4428 PROSPECT AVE
Kansas City, MO 64130.0
(39.045467, -94.554117)"
JA45430182600000000,Residential Vacant,Disposition in Process,Land Bank,R-7.5,7705 E 74th St,Kansas City,MO,64133,Jackson,Park Farms,5th,,Raytown 150,"Assemblage, Public Purpose",N,2019,13500,13609.469965,Vacant lot or land - usable,,,,,"7705 E 74th St
Kansas City, MO 64133
(38.99026, -94.49785)"
JA47730121600000000,Residential Vacant,Acquired,Land Bank,R-6,8038 Wayne Ave,Kansas City,MO,64131,Jackson,Marlborough Heights/Marlborough Pride,5th,,Center 120,,N,2019,11600,6857.857083,Vacant lot or land - usable,,,,,"8038 Wayne Ave
Kansas City, MO 64131
(38.981536, -94.569289)"
JA31930150300000000,Residential Vacant,Acquired,Land Bank,R-2.5,5615 Jaudon Ave,Kansas City,MO,64130,Jackson,North Town Fork Creek,5th,,Kansas City Missouri 110,Public Purpose,N,2019,17050,27987.696354,Vacant lot or land - usable,,,,03/13/2014,"5615 Jaudon Ave
Kansas City, MO 64130
(39.024417, -94.550146)"
30-110-19-21-00-0-00-000,Residential Vacant,Acquired,KCMHA,R-2.5,3748 OLIVE ST,Kansas City,MO,64109.0,Jackson,Ivanhoe Northeast,3rd,,KANSAS CITY MISSOURI 110,,N,2019,8000,3572.8409375,Vacant lot or land - usable,,,,,"3748 OLIVE ST
Kansas City, MO 64109.0
(39.05768, -94.55569)"
